timestamp,server_id,instance_type,cost_per_hour,cpu_utilization,memory_usage,network_in_mb,network_out_mb,hour,day_of_week,is_weekend,cpu_lag_1hr
2026-05-01 07:00:00,srv_worker_02,c5.large,0.085,43.71,61.63,9.54,11.45,7,4,0,48.01
2026-05-01 07:00:00,srv_zombie_idle,r5.xlarge,0.252,2.62,9.2,0.52,0.62,7,4,0,1.54
2026-05-01 08:00:00,srv_prod_web_01,m5.xlarge,0.192,53.02,59.76,73.34,88.01,8,4,0,54.22
2026-05-01 08:00:00,srv_prod_web_02,m5.xlarge,0.192,49.86,56.45,76.27,91.53,8,4,0,55.2
2026-05-01 08:00:00,srv_worker_01,c5.large,0.085,46.39,58.64,12.46,14.96,8,4,0,46.89
2026-05-01 08:00:00,srv_worker_02,c5.large,0.085,42.14,63.73,12.95,15.54,8,4,0,43.71
2026-05-01 08:00:00,srv_zombie_idle,r5.xlarge,0.252,2.36,9.51,0.58,0.69,8,4,0,2.62
2026-05-01 09:00:00,srv_prod_web_01,m5.xlarge,0.192,47.92,50.88,76.7,92.04,9,4,0,53.02
2026-05-01 09:00:00,srv_prod_web_02,m5.xlarge,0.192,46.43,54.61,79.13,94.96,9,4,0,49.86
2026-05-01 09:00:00,srv_worker_01,c5.large,0.085,41.99,58.22,10.37,12.44,9,4,0,46.39
2026-05-01 09:00:00,srv_worker_02,c5.large,0.085,46.36,60.55,13.65,16.39,9,4,0,42.14
2026-05-01 09:00:00,srv_zombie_idle,r5.xlarge,0.252,2.68,9.87,0.77,0.93,9,4,0,2.36
2026-05-01 10:00:00,srv_prod_web_01,m5.xlarge,0.192,39.24,43.82,53.51,64.21,10,4,0,47.92
2026-05-01 10:00:00,srv_prod_web_02,m5.xlarge,0.192,38.96,45.49,62.0,74.4,10,4,0,46.43
2026-05-01 10:00:00,srv_worker_01,c5.large,0.085,44.71,58.31,8.97,10.76,10,4,0,41.99
2026-05-01 10:00:00,srv_worker_02,c5.large,0.085,48.43,60.43,9.51,11.41,10,4,0,46.36
2026-05-01 10:00:00,srv_zombie_idle,r5.xlarge,0.252,2.25,9.56,0.52,0.62,10,4,0,2.68
2026-05-01 11:00:00,srv_prod_web_01,m5.xlarge,0.192,32.28,37.4,50.22,60.26,11,4,0,39.24
2026-05-01 11:00:00,srv_prod_web_02,m5.xlarge,0.192,33.29,44.88,55.2,66.24,11,4,0,38.96
2026-05-01 11:00:00,srv_worker_01,c5.large,0.085,41.25,61.03,13.03,15.63,11,4,0,44.71
2026-05-01 11:00:00,srv_worker_02,c5.large,0.085,60.41,61.14,14.27,17.13,11,4,0,48.43
2026-05-01 11:00:00,srv_zombie_idle,r5.xlarge,0.252,2.36,9.84,0.58,0.69,11,4,0,2.25
2026-05-01 12:00:00,srv_prod_web_01,m5.xlarge,0.192,28.45,37.05,40.25,48.31,12,4,0,32.28
2026-05-01 12:00:00,srv_prod_web_02,m5.xlarge,0.192,30.16,46.07,35.91,43.09,12,4,0,33.29
2026-05-01 12:00:00,srv_worker_01,c5.large,0.085,38.55,59.06,14.18,17.01,12,4,0,41.25
2026-05-01 12:00:00,srv_worker_02,c5.large,0.085,40.69,58.57,13.36,16.03,12,4,0,60.41
2026-05-01 12:00:00,srv_zombie_idle,r5.xlarge,0.252,2.19,10.02,0.43,0.52,12,4,0,2.36
2026-05-01 13:00:00,srv_prod_web_01,m5.xlarge,0.192,36.46,46.07,44.56,53.47,13,4,0,28.45
2026-05-01 13:00:00,srv_prod_web_02,m5.xlarge,0.192,32.54,39.05,53.07,63.69,13,4,0,30.16
2026-05-01 13:00:00,srv_worker_01,c5.large,0.085,44.54,61.01,13.73,16.48,13,4,0,38.55
2026-05-01 13:00:00,srv_worker_02,c5.large,0.085,43.66,59.05,10.69,12.83,13,4,0,40.69
2026-05-01 13:00:00,srv_zombie_idle,r5.xlarge,0.252,2.26,9.37,0.59,0.71,13,4,0,2.19
2026-05-01 14:00:00,srv_prod_web_01,m5.xlarge,0.192,42.23,51.89,55.76,66.91,14,4,0,36.46
2026-05-01 14:00:00,srv_prod_web_02,m5.xlarge,0.192,37.02,48.42,51.99,62.39,14,4,0,32.54
2026-05-01 14:00:00,srv_worker_01,c5.large,0.085,48.1,58.15,11.88,14.26,14,4,0,44.54
2026-05-01 14:00:00,srv_worker_02,c5.large,0.085,40.9,59.49,9.5,11.41,14,4,0,43.66
2026-05-01 14:00:00,srv_zombie_idle,r5.xlarge,0.252,1.53,9.78,0.51,0.62,14,4,0,2.26
2026-05-01 15:00:00,srv_prod_web_01,m5.xlarge,0.192,48.49,49.48,78.55,94.26,15,4,0,42.23
2026-05-01 15:00:00,srv_prod_web_02,m5.xlarge,0.192,45.63,48.56,70.75,84.9,15,4,0,37.02
2026-05-01 15:00:00,srv_worker_01,c5.large,0.085,42.6,60.14,11.23,13.48,15,4,0,48.1
2026-05-01 15:00:00,srv_worker_02,c5.large,0.085,47.65,63.17,9.52,11.43,15,4,0,40.9
2026-05-01 15:00:00,srv_zombie_idle,r5.xlarge,0.252,1.32,9.92,0.56,0.67,15,4,0,1.53
2026-05-01 16:00:00,srv_prod_web_01,m5.xlarge,0.192,53.06,55.58,78.55,94.26,16,4,0,48.49
2026-05-01 16:00:00,srv_prod_web_02,m5.xlarge,0.192,51.51,54.44,81.52,97.82,16,4,0,45.63
2026-05-01 16:00:00,srv_worker_01,c5.large,0.085,42.23,61.8,12.61,15.14,16,4,0,42.6
2026-05-01 16:00:00,srv_worker_02,c5.large,0.085,47.52,58.34,10.88,13.06,16,4,0,47.65
2026-05-01 16:00:00,srv_zombie_idle,r5.xlarge,0.252,2.34,9.99,0.51,0.61,16,4,0,1.32
2026-05-01 17:00:00,srv_prod_web_01,m5.xlarge,0.192,58.76,60.23,90.87,109.05,17,4,0,53.06
2026-05-01 17:00:00,srv_prod_web_02,m5.xlarge,0.192,55.8,58.99,89.19,107.03,17,4,0,51.51
2026-05-01 17:00:00,srv_worker_01,c5.large,0.085,48.25,62.61,12.04,14.45,17,4,0,42.23
2026-05-01 17:00:00,srv_worker_02,c5.large,0.085,43.76,60.65,11.74,14.09,17,4,0,47.52
2026-05-01 17:00:00,srv_zombie_idle,r5.xlarge,0.252,2.34,9.59,0.71,0.85,17,4,0,2.34
2026-05-01 18:00:00,srv_prod_web_01,m5.xlarge,0.192,52.99,53.75,85.27,102.33,18,4,0,58.76
2026-05-01 18:00:00,srv_prod_web_02,m5.xlarge,0.192,56.58,62.14,88.02,105.62,18,4,0,55.8
2026-05-01 18:00:00,srv_worker_01,c5.large,0.085,41.41,60.15,10.65,12.77,18,4,0,48.25
2026-05-01 18:00:00,srv_worker_02,c5.large,0.085,44.41,58.35,11.36,13.63,18,4,0,43.76
2026-05-01 18:00:00,srv_zombie_idle,r5.xlarge,0.252,1.87,9.59,0.52,0.63,18,4,0,2.34
2026-05-01 19:00:00,srv_prod_web_01,m5.xlarge,0.192,48.93,52.62,71.04,85.24,19,4,0,52.99
2026-05-01 19:00:00,srv_prod_web_02,m5.xlarge,0.192,48.9,49.78,66.32,79.58,19,4,0,56.58
2026-05-01 19:00:00,srv_worker_01,c5.large,0.085,44.15,60.62,14.95,17.94,19,4,0,41.41
2026-05-01 19:00:00,srv_worker_02,c5.large,0.085,44.36,59.96,9.99,11.99,19,4,0,44.41
2026-05-01 19:00:00,srv_zombie_idle,r5.xlarge,0.252,1.98,10.16,0.42,0.5,19,4,0,1.87
2026-05-01 20:00:00,srv_prod_web_01,m5.xlarge,0.192,38.54,50.43,57.26,68.72,20,4,0,48.93
2026-05-01 20:00:00,srv_prod_web_02,m5.xlarge,0.192,38.3,47.71,55.45,66.54,20,4,0,48.9
2026-05-01 20:00:00,srv_worker_01,c5.large,0.085,45.05,60.2,10.45,12.54,20,4,0,44.15
2026-05-01 20:00:00,srv_worker_02,c5.large,0.085,46.99,62.9,13.92,16.7,20,4,0,44.36
2026-05-01 20:00:00,srv_zombie_idle,r5.xlarge,0.252,1.79,10.44,0.52,0.62,20,4,0,1.98
2026-05-01 21:00:00,srv_prod_web_01,m5.xlarge,0.192,28.77,35.59,38.96,46.75,21,4,0,38.54
2026-05-01 21:00:00,srv_prod_web_02,m5.xlarge,0.192,23.19,27.18,32.16,38.6,21,4,0,38.3
2026-05-01 21:00:00,srv_worker_01,c5.large,0.085,45.6,60.68,15.75,18.9,21,4,0,45.05
2026-05-01 21:00:00,srv_worker_02,c5.large,0.085,42.69,58.2,12.98,15.58,21,4,0,46.99
2026-05-01 21:00:00,srv_zombie_idle,r5.xlarge,0.252,2.83,10.59,0.45,0.54,21,4,0,1.79
2026-05-01 22:00:00,srv_prod_web_01,m5.xlarge,0.192,8.58,25.93,12.3,14.76,22,4,0,28.77
2026-05-01 22:00:00,srv_prod_web_02,m5.xlarge,0.192,14.49,21.8,18.73,22.48,22,4,0,23.19
2026-05-01 22:00:00,srv_worker_01,c5.large,0.085,45.19,59.1,13.25,15.89,22,4,0,45.6
2026-05-01 22:00:00,srv_worker_02,c5.large,0.085,44.43,60.24,13.03,15.63,22,4,0,42.69
2026-05-01 22:00:00,srv_zombie_idle,r5.xlarge,0.252,1.65,9.23,0.63,0.75,22,4,0,2.83
2026-05-01 23:00:00,srv_prod_web_01,m5.xlarge,0.192,5.0,20.0,15.26,18.31,23,4,0,8.58
2026-05-01 23:00:00,srv_prod_web_02,m5.xlarge,0.192,5.0,22.54,10.0,12.0,23,4,0,14.49
2026-05-01 23:00:00,srv_worker_01,c5.large,0.085,52.02,59.5,13.94,16.73,23,4,0,45.19
2026-05-01 23:00:00,srv_worker_02,c5.large,0.085,50.47,58.07,13.37,16.05,23,4,0,44.43
2026-05-01 23:00:00,srv_zombie_idle,r5.xlarge,0.252,1.4,9.41,0.3,0.36,23,4,0,1.65
2026-05-02 00:00:00,srv_prod_web_01,m5.xlarge,0.192,5.0,21.15,15.01,18.01,0,5,1,5.0
2026-05-02 00:00:00,srv_prod_web_02,m5.xlarge,0.192,5.0,23.89,10.0,12.0,0,5,1,5.0
2026-05-02 00:00:00,srv_worker_01,c5.large,0.085,44.78,60.77,11.93,14.32,0,5,1,52.02
2026-05-02 00:00:00,srv_worker_02,c5.large,0.085,44.64,57.39,13.34,16.01,0,5,1,50.47
2026-05-02 00:00:00,srv_zombie_idle,r5.xlarge,0.252,1.72,9.74,0.39,0.47,0,5,1,1.4
2026-05-02 01:00:00,srv_prod_web_01,m5.xlarge,0.192,5.0,21.87,10.0,12.0,1,5,1,5.0
2026-05-02 01:00:00,srv_prod_web_02,m5.xlarge,0.192,5.0,20.0,10.0,12.0,1,5,1,5.0
2026-05-02 01:00:00,srv_worker_01,c5.large,0.085,40.86,58.89,9.6,11.53,1,5,1,44.78
2026-05-02 01:00:00,srv_worker_02,c5.large,0.085,45.14,58.6,12.43,14.91,1,5,1,44.64
2026-05-02 01:00:00,srv_zombie_idle,r5.xlarge,0.252,2.01,10.31,0.58,0.69,1,5,1,1.72
2026-05-02 02:00:00,srv_prod_web_01,m5.xlarge,0.192,10.95,22.03,15.05,18.06,2,5,1,5.0
2026-05-02 02:00:00,srv_prod_web_02,m5.xlarge,0.192,7.41,20.0,17.94,21.53,2,5,1,5.0
2026-05-02 02:00:00,srv_worker_01,c5.large,0.085,44.0,61.15,12.62,15.15,2,5,1,40.86
2026-05-02 02:00:00,srv_worker_02,c5.large,0.085,49.48,59.74,10.09,12.11,2,5,1,45.14
2026-05-02 02:00:00,srv_zombie_idle,r5.xlarge,0.252,2.18,9.62,0.36,0.43,2,5,1,2.01
2026-05-02 03:00:00,srv_prod_web_01,m5.xlarge,0.192,23.1,30.24,43.09,51.7,3,5,1,10.95
2026-05-02 03:00:00,srv_prod_web_02,m5.xlarge,0.192,26.16,35.9,46.63,55.96,3,5,1,7.41
2026-05-02 03:00:00,srv_worker_01,c5.large,0.085,41.55,63.05,13.08,15.69,3,5,1,44.0
2026-05-02 03:00:00,srv_worker_02,c5.large,0.085,44.24,58.25,9.23,11.08,3,5,1,49.48
2026-05-02 03:00:00,srv_zombie_idle,r5.xlarge,0.252,2.86,9.3,0.56,0.67,3,5,1,2.18
2026-05-02 04:00:00,srv_prod_web_01,m5.xlarge,0.192,36.2,42.5,51.34,61.6,4,5,1,23.1
2026-05-02 04:00:00,srv_prod_web_02,m5.xlarge,0.192,35.77,43.76,49.5,59.4,4,5,1,26.16
2026-05-02 04:00:00,srv_worker_01,c5.large,0.085,44.8,59.52,10.18,12.22,4,5,1,41.55
2026-05-02 04:00:00,srv_worker_02,c5.large,0.085,48.02,61.0,10.04,12.05,4,5,1,44.24
2026-05-02 04:00:00,srv_zombie_idle,r5.xlarge,0.252,2.4,9.17,0.55,0.67,4,5,1,2.86
2026-05-02 05:00:00,srv_prod_web_01,m5.xlarge,0.192,47.11,54.4,66.85,80.22,5,5,1,36.2
2026-05-02 05:00:00,srv_prod_web_02,m5.xlarge,0.192,44.83,45.98,67.48,80.98,5,5,1,35.77
2026-05-02 05:00:00,srv_worker_01,c5.large,0.085,41.38,61.28,8.68,10.41,5,5,1,44.8
2026-05-02 05:00:00,srv_worker_02,c5.large,0.085,40.16,58.7,12.09,14.51,5,5,1,48.02
2026-05-02 05:00:00,srv_zombie_idle,r5.xlarge,0.252,1.95,10.5,0.44,0.53,5,5,1,2.4
2026-05-02 06:00:00,srv_prod_web_01,m5.xlarge,0.192,56.67,56.95,87.66,105.19,6,5,1,47.11
2026-05-02 06:00:00,srv_prod_web_02,m5.xlarge,0.192,57.88,53.89,82.84,99.41,6,5,1,44.83
2026-05-02 06:00:00,srv_worker_01,c5.large,0.085,44.19,60.74,10.79,12.95,6,5,1,41.38
2026-05-02 06:00:00,srv_worker_02,c5.large,0.085,44.38,62.34,12.51,15.01,6,5,1,40.16
2026-05-02 06:00:00,srv_zombie_idle,r5.xlarge,0.252,1.94,9.76,0.46,0.55,6,5,1,1.95
2026-05-02 07:00:00,srv_prod_web_01,m5.xlarge,0.192,56.99,59.33,86.94,104.32,7,5,1,56.67
2026-05-02 07:00:00,srv_prod_web_02,m5.xlarge,0.192,60.35,65.9,88.9,106.68,7,5,1,57.88
2026-05-02 07:00:00,srv_worker_01,c5.large,0.085,43.37,55.92,9.98,11.98,7,5,1,44.19
2026-05-02 07:00:00,srv_worker_02,c5.large,0.085,43.59,60.04,15.35,18.42,7,5,1,44.38
2026-05-02 07:00:00,srv_zombie_idle,r5.xlarge,0.252,2.01,10.41,0.28,0.33,7,5,1,1.94
2026-05-02 08:00:00,srv_prod_web_01,m5.xlarge,0.192,52.97,59.69,72.06,86.48,8,5,1,56.99
2026-05-02 08:00:00,srv_prod_web_02,m5.xlarge,0.192,54.79,59.85,80.1,96.13,8,5,1,60.35
2026-05-02 08:00:00,srv_worker_01,c5.large,0.085,54.08,60.36,12.5,15.0,8,5,1,43.37
2026-05-02 08:00:00,srv_worker_02,c5.large,0.085,41.6,61.66,10.29,12.35,8,5,1,43.59
2026-05-02 08:00:00,srv_zombie_idle,r5.xlarge,0.252,1.91,10.24,0.53,0.64,8,5,1,2.01
2026-05-02 09:00:00,srv_prod_web_01,m5.xlarge,0.192,47.68,51.62,70.17,84.21,9,5,1,52.97
2026-05-02 09:00:00,srv_prod_web_02,m5.xlarge,0.192,43.65,48.59,67.36,80.83,9,5,1,54.79
2026-05-02 09:00:00,srv_worker_01,c5.large,0.085,41.31,61.74,14.71,17.65,9,5,1,54.08
2026-05-02 09:00:00,srv_worker_02,c5.large,0.085,52.51,58.45,9.51,11.41,9,5,1,41.6
2026-05-02 09:00:00,srv_zombie_idle,r5.xlarge,0.252,2.7,10.33,0.49,0.59,9,5,1,1.91
2026-05-02 10:00:00,srv_prod_web_01,m5.xlarge,0.192,38.55,42.46,70.05,84.07,10,5,1,47.68
2026-05-02 10:00:00,srv_prod_web_02,m5.xlarge,0.192,38.25,45.93,61.0,73.2,10,5,1,43.65
2026-05-02 10:00:00,srv_worker_01,c5.large,0.085,45.9,58.42,12.94,15.53,10,5,1,41.31
2026-05-02 10:00:00,srv_worker_02,c5.large,0.085,50.38,63.19,10.98,13.17,10,5,1,52.51
2026-05-02 10:00:00,srv_zombie_idle,r5.xlarge,0.252,2.05,10.03,0.61,0.73,10,5,1,2.7
2026-05-02 11:00:00,srv_prod_web_01,m5.xlarge,0.192,28.78,42.62,42.39,50.86,11,5,1,38.55
2026-05-02 11:00:00,srv_prod_web_02,m5.xlarge,0.192,31.31,37.02,38.7,46.44,11,5,1,38.25
2026-05-02 11:00:00,srv_worker_01,c5.large,0.085,45.29,57.42,9.41,11.29,11,5,1,45.9
2026-05-02 11:00:00,srv_worker_02,c5.large,0.085,51.68,59.48,8.99,10.79,11,5,1,50.38
2026-05-02 11:00:00,srv_zombie_idle,r5.xlarge,0.252,1.99,8.65,0.49,0.59,11,5,1,2.05
2026-05-02 12:00:00,srv_prod_web_01,m5.xlarge,0.192,29.54,40.72,53.55,64.26,12,5,1,28.78
2026-05-02 12:00:00,srv_prod_web_02,m5.xlarge,0.192,32.25,40.0,42.85,51.42,12,5,1,31.31
2026-05-02 12:00:00,srv_worker_01,c5.large,0.085,45.24,60.03,11.95,14.34,12,5,1,45.29
2026-05-02 12:00:00,srv_worker_02,c5.large,0.085,44.42,58.85,10.91,13.09,12,5,1,51.68
2026-05-02 12:00:00,srv_zombie_idle,r5.xlarge,0.252,1.88,9.64,0.51,0.61,12,5,1,1.99
2026-05-02 13:00:00,srv_prod_web_01,m5.xlarge,0.192,31.66,44.84,34.23,41.08,13,5,1,29.54
2026-05-02 13:00:00,srv_prod_web_02,m5.xlarge,0.192,34.35,46.22,41.16,49.39,13,5,1,32.25
2026-05-02 13:00:00,srv_worker_01,c5.large,0.085,43.51,57.18,10.44,12.53,13,5,1,45.24
2026-05-02 13:00:00,srv_worker_02,c5.large,0.085,52.01,61.87,14.54,17.45,13,5,1,44.42
2026-05-02 13:00:00,srv_zombie_idle,r5.xlarge,0.252,1.65,9.74,0.55,0.66,13,5,1,1.88
2026-05-02 14:00:00,srv_prod_web_01,m5.xlarge,0.192,35.55,45.58,52.12,62.54,14,5,1,31.66
2026-05-02 14:00:00,srv_prod_web_02,m5.xlarge,0.192,37.24,46.93,58.08,69.7,14,5,1,34.35
2026-05-02 14:00:00,srv_worker_01,c5.large,0.085,49.64,57.84,13.23,15.88,14,5,1,43.51
2026-05-02 14:00:00,srv_worker_02,c5.large,0.085,43.76,60.65,9.5,11.4,14,5,1,52.01
2026-05-02 14:00:00,srv_zombie_idle,r5.xlarge,0.252,2.03,9.74,0.6,0.73,14,5,1,1.65
2026-05-02 15:00:00,srv_prod_web_01,m5.xlarge,0.192,44.2,46.13,58.51,70.22,15,5,1,35.55
2026-05-02 15:00:00,srv_prod_web_02,m5.xlarge,0.192,46.82,48.61,79.0,94.8,15,5,1,37.24
2026-05-02 15:00:00,srv_worker_01,c5.large,0.085,51.79,60.42,11.81,14.17,15,5,1,49.64
2026-05-02 15:00:00,srv_worker_02,c5.large,0.085,46.6,59.92,14.21,17.05,15,5,1,43.76
2026-05-02 15:00:00,srv_zombie_idle,r5.xlarge,0.252,2.16,9.82,0.49,0.59,15,5,1,2.03
2026-05-02 16:00:00,srv_prod_web_01,m5.xlarge,0.192,53.12,52.36,72.93,87.52,16,5,1,44.2
2026-05-02 16:00:00,srv_prod_web_02,m5.xlarge,0.192,53.99,58.7,80.06,96.07,16,5,1,46.82
2026-05-02 16:00:00,srv_worker_01,c5.large,0.085,46.39,58.92,10.44,12.53,16,5,1,51.79
2026-05-02 16:00:00,srv_worker_02,c5.large,0.085,41.09,60.82,8.59,10.31,16,5,1,46.6
2026-05-02 16:00:00,srv_zombie_idle,r5.xlarge,0.252,2.29,10.13,0.6,0.72,16,5,1,2.16
2026-05-02 17:00:00,srv_prod_web_01,m5.xlarge,0.192,59.53,65.67,80.1,96.12,17,5,1,53.12
2026-05-02 17:00:00,srv_prod_web_02,m5.xlarge,0.192,53.64,56.04,80.6,96.72,17,5,1,53.99
2026-05-02 17:00:00,srv_worker_01,c5.large,0.085,42.1,60.37,10.49,12.59,17,5,1,46.39
2026-05-02 17:00:00,srv_worker_02,c5.large,0.085,39.37,58.15,9.3,11.16,17,5,1,41.09
2026-05-02 17:00:00,srv_zombie_idle,r5.xlarge,0.252,2.52,9.53,0.76,0.92,17,5,1,2.29
2026-05-02 18:00:00,srv_prod_web_01,m5.xlarge,0.192,55.99,60.34,79.69,95.63,18,5,1,59.53
2026-05-02 18:00:00,srv_prod_web_02,m5.xlarge,0.192,56.4,58.39,85.21,102.25,18,5,1,53.64
2026-05-02 18:00:00,srv_worker_01,c5.large,0.085,44.62,62.3,10.59,12.71,18,5,1,42.1
2026-05-02 18:00:00,srv_worker_02,c5.large,0.085,52.08,58.75,15.62,18.75,18,5,1,39.37
2026-05-02 18:00:00,srv_zombie_idle,r5.xlarge,0.252,1.88,10.32,0.6,0.72,18,5,1,2.52
2026-05-02 19:00:00,srv_prod_web_01,m5.xlarge,0.192,49.68,50.03,70.89,85.06,19,5,1,55.99
2026-05-02 19:00:00,srv_prod_web_02,m5.xlarge,0.192,47.94,53.13,75.02,90.02,19,5,1,56.4
2026-05-02 19:00:00,srv_worker_01,c5.large,0.085,39.66,60.76,13.22,15.87,19,5,1,44.62
2026-05-02 19:00:00,srv_worker_02,c5.large,0.085,49.32,61.67,12.92,15.5,19,5,1,52.08
2026-05-02 19:00:00,srv_zombie_idle,r5.xlarge,0.252,1.44,10.21,0.52,0.62,19,5,1,1.88
2026-05-02 20:00:00,srv_prod_web_01,m5.xlarge,0.192,38.04,41.6,51.66,61.99,20,5,1,49.68
2026-05-02 20:00:00,srv_prod_web_02,m5.xlarge,0.192,39.61,46.57,62.82,75.38,20,5,1,47.94
2026-05-02 20:00:00,srv_worker_01,c5.large,0.085,45.12,61.88,10.97,13.16,20,5,1,39.66
2026-05-02 20:00:00,srv_worker_02,c5.large,0.085,43.15,59.13,11.38,13.66,20,5,1,49.32
2026-05-02 20:00:00,srv_zombie_idle,r5.xlarge,0.252,1.91,10.63,0.41,0.49,20,5,1,1.44
2026-05-02 21:00:00,srv_prod_web_01,m5.xlarge,0.192,24.02,32.9,43.26,51.92,21,5,1,38.04
2026-05-02 21:00:00,srv_prod_web_02,m5.xlarge,0.192,24.79,37.92,29.75,35.7,21,5,1,39.61
2026-05-02 21:00:00,srv_worker_01,c5.large,0.085,48.56,60.16,14.13,16.96,21,5,1,45.12
2026-05-02 21:00:00,srv_worker_02,c5.large,0.085,50.64,64.6,11.27,13.53,21,5,1,43.15
2026-05-02 21:00:00,srv_zombie_idle,r5.xlarge,0.252,2.68,10.79,0.45,0.54,21,5,1,1.91
2026-05-02 22:00:00,srv_prod_web_01,m5.xlarge,0.192,11.17,23.09,10.03,12.04,22,5,1,24.02
2026-05-02 22:00:00,srv_prod_web_02,m5.xlarge,0.192,10.17,20.13,11.42,13.7,22,5,1,24.79
2026-05-02 22:00:00,srv_worker_01,c5.large,0.085,45.94,63.1,10.0,12.0,22,5,1,48.56
2026-05-02 22:00:00,srv_worker_02,c5.large,0.085,44.14,59.9,13.35,16.02,22,5,1,50.64
2026-05-02 22:00:00,srv_zombie_idle,r5.xlarge,0.252,2.25,10.08,0.55,0.66,22,5,1,2.68
2026-05-02 23:00:00,srv_prod_web_01,m5.xlarge,0.192,5.0,26.37,10.0,12.0,23,5,1,11.17
2026-05-02 23:00:00,srv_prod_web_02,m5.xlarge,0.192,5.0,20.0,10.0,12.0,23,5,1,10.17
2026-05-02 23:00:00,srv_worker_01,c5.large,0.085,49.76,62.84,10.86,13.03,23,5,1,45.94
2026-05-02 23:00:00,srv_worker_02,c5.large,0.085,46.89,58.9,13.27,15.92,23,5,1,44.14
